"Date","winner","loser"
2013-02-19,"SNOGARD Dragons","iPLAY"
2013-02-19,"n!faculty","gamed!de"
2013-02-19,"mousesports","MTF Gaming"
2013-02-19,"Absolute Legends","fnatic"
2013-02-19,"VeryGames","ESC"
2013-02-19,"NiP","Russian Roulette"
2013-02-19,"Curse","High Rollers Gaming"
2013-02-20,"n!faculty","Absolute Legends"
2013-02-20,"EYES ON U","Dejavue"
2013-02-20,"Epsilon","n!faculty"
2013-02-20,"NiP","ALTERNATE aTTaX"
2013-02-20,"3DMAX","LowLandLions"
2013-02-20,"Imaginary","VeryGames"
2013-02-20,"Epsilon","k1ck"
2013-02-20,"NiP","Anexis"
2013-02-20,"n!faculty","Temp.no"
2013-02-20,"ALTERNATE aTTaX","Wizards"
2013-02-20,"Faith","KerchNET"
2013-02-20,"3DMAX","dotpiXels"
2013-02-20,"VeryGames","gamed!de"
2013-02-20,"Imaginary","WaRLegenD"
2013-02-20,"LowLandLions","LDLC"
2013-02-20,"VeryGames","EYES ON U"
2013-02-20,"Temp.no","BEASTS"
2013-02-20,"Anexis","Absolute Legends"
2013-02-20,"Epsilon","Evokate"
2013-02-20,"dotpiXels","Northern Eagles"
2013-02-20,"ALTERNATE aTTaX","Eternity Gaming"
2013-02-20,"zNation","Faith"
2013-02-20,"WaRLegenD","EnRo GRIFFINS"
2013-02-20,"LowLandLions","NOD"
2013-02-21,"FMESPORTS","mousesports"
2013-02-21,"VeryGames","Absolute Legends"
2013-02-21,"FMESPORTS","ASES"
2013-02-21,"NiP","Epsilon"
2013-02-21,"gamed!de","DRUCKWELLE"
2013-02-21,"MTF Gaming","SNOGARD Dragons"
2013-02-21,"ESC","fnatic"
2013-02-21,"NiP","3DMAX"
2013-02-21,"ALTERNATE aTTaX","w4sp"
2013-02-21,"dotpiXels","CPLAY"
2013-02-21,"n!faculty","EYES ON U"
2013-02-21,"mousesports","iPLAY"
2013-02-21,"Epsilon","Imaginary"
2013-02-21,"NiP","Curse"
2013-02-21,"Frost Gaming","MonoManiac"
2013-02-21,"Quantic","MonoManiac"
2013-02-21,"Frost Gaming","mouseSpaz"
2013-02-22,"Temp.no","Visage"
2013-02-22,"Dynamic","High Rollers Gaming"
2013-02-23,"VeryGames","Nostalgie"
2013-02-23,"TMVG","from roihuvuori h00ds"
2013-02-23,"partyastronauts","Paranoia"
2013-02-23,"TeamCRG","n!faculty"
2013-02-23,"n!faculty","ESC"
2013-02-23,"LDLC","Natus Vincere"
2013-02-23,"Natus Vincere","ESC"
2013-02-23,"3DMAX","e-Sports.rs"
2013-02-23,"Natus Vincere","n!faculty"
2013-02-23,"LDLC","Lemondogs"
2013-02-23,"e-Sports.rs","TeamCRG"
2013-02-23,"ESC","Lemondogs"
2013-02-23,"LDLC","3DMAX"
2013-02-23,"e-Sports.rs","TeamCRG"
2013-02-23,"logiX","3DMAX"
2013-02-23,"Anexis","Lemondogs"
2013-02-23,"NiP","ALTERNATE aTTaX"
2013-02-23,"TCM-Gaming","VeryGames"
2013-02-23,"TMVG","Imaginary"
2013-02-23,"from roihuvuori h00ds","Nostalgie"
2013-02-23,"Anexis","Paranoia"
2013-02-23,"Nostalgie","partyastronauts"
2013-02-23,"NiP","logiX"
2013-02-23,"NiP","Imaginary"
2013-02-23,"Imaginary","VeryGames"
2013-02-23,"Anexis","ALTERNATE aTTaX"
2013-02-23,"VeryGames","TCM-Gaming"
2013-02-23,"VeryGames","Nostalgie"
2013-02-23,"TMVG","TCM-Gaming"
2013-02-23,"partyastronauts","ALTERNATE aTTaX"
2013-02-23,"TeamCRG","logiX"
2013-02-24,"NiP","Anexis"
2013-02-24,"Anexis","VeryGames"
2013-02-24,"NiP","ESC"
2013-02-24,"VeryGames","Natus Vincere"
2013-02-24,"Anexis","TCM-Gaming"
2013-02-24,"ESC","LDLC"
2013-02-24,"NiP","Nostalgie"
2013-02-24,"ESC","TCM-Gaming"
2013-02-24,"3DMAX","logiX"
2013-02-24,"ESC","3DMAX"
2013-02-24,"TCM-Gaming","logiX"
2013-02-24,"VeryGames","e-Sports.rs"
2013-02-24,"Nostalgie","TeamCRG"
2013-02-24,"ESC","logiX"
2013-02-24,"VeryGames","TeamCRG"
2013-02-24,"Nostalgie","e-Sports.rs"
2013-02-24,"e-Sports.rs","TeamCRG"
2013-02-24,"TCM-Gaming","3DMAX"
2013-02-25,"WE ARE LIONS","Sour Patch Kids"
2013-02-25,"MonoManiac","Quack Pack"
2013-02-25,"Dynamic","Rareform"
2013-02-25,"VeryGames","ESC"
2013-02-26,"dotpiXels","gamed!de"
2013-02-26,"3DMAX","Anexis"
2013-02-26,"MTF Gaming","w4sp"
2013-02-26,"ALTERNATE aTTaX","EYES ON U"
2013-02-26,"DRUCKWELLE","SNOGARD Dragons"
2013-02-26,"mousesports","Faith"
2013-02-27,"Virtus.pro","ASES"
2013-02-27,"Anexis","LowLandLions"
2013-02-27,"Anexis","Virtus.pro"
2013-02-27,"LDLC","VeryGames"
2013-02-27,"k1ck","dotpiXels"
2013-02-27,"fnatic","n!faculty"
2013-02-27,"Anexis","3DMAX"
2013-02-27,"LowLandLions","ALTERNATE aTTaX"
2013-02-27,"fnatic","EYES ON U"
2013-02-27,"k1ck","Temp.no"
2013-02-27,"n!faculty","WaRLegenD"
2013-02-27,"dotpiXels","gamed!de"
2013-02-27,"VeryGames","Wizards"
2013-02-27,"LDLC","Northern Eagles"
2013-02-27,"Anexis","ESC"
2013-02-27,"fnatic","Epsilon"
2013-02-27,"LowLandLions","mousesports"
2013-02-27,"dotpiXels","MTF Gaming"
2013-02-27,"Temp.no","Eternity Gaming"
2013-02-27,"WaRLegenD","EnRo GRIFFINS"
2013-02-27,"VeryGames","EYES ON U"
2013-02-27,"Northern Eagles","NOD"
2013-02-28,"Epsilon","EYES ON U"
2013-02-28,"NiP","ALTERNATE aTTaX"
2013-02-28,"NiP","KerchNET"
2013-02-28,"MTF Gaming","CPLAY"
2013-02-28,"dotpiXels","EYES ON U"
2013-02-28,"n!faculty","SNOGARD Dragons"
2013-02-28,"w4sp","iPLAY"
2013-02-28,"mousesports","DRUCKWELLE"
2013-02-28,"LDLC","Anexis"
2013-02-28,"Virtus.pro","Faith"
2013-02-28,"Epsilon","TMVG"
2013-02-28,"EYES ON U","BX3"
2013-02-28,"fnatic","k1ck"
2013-02-28,"dAT","Russian Roulette"
2013-02-28,"Virtus.pro","n!faculty"
2013-03-01,"zNation","dAT"
2013-03-01,"fnatic","LDLC"
2013-03-03,"NiP","mousesports"
2013-03-03,"mousesports","Virtus.pro"
2013-03-03,"ALTERNATE aTTaX","Crucial Connexion"
2013-03-03,"Natus Vincere","Dynamic"
2013-03-03,"NiP","ESC"
2013-03-03,"mousesports","Faith"
2013-03-04,"OverGaming","Karont3"
2013-03-04,"ALTERNATE aTTaX","gamed!de"
2013-03-04,"NiP","Faith"
2013-03-04,"fnatic","Imaginary"
2013-03-04,"3DMAX","KerchNET"
2013-03-04,"3DMAX","Russian Roulette"
2013-03-05,"NiP","Anexis"
2013-03-05,"ALTERNATE aTTaX","SNOGARD Dragons"
2013-03-05,"mousesports","dotpiXels"
2013-03-05,"gamed!de","CPLAY"
2013-03-05,"Natus Vincere","DRUCKWELLE"
2013-03-05,"n!faculty","MTF Gaming"
2013-03-05,"Anexis","mousesports"
2013-03-05,"NiP","iPLAY"
2013-03-05,"ALTERNATE aTTaX","dAT"
2013-03-06,"Faith","3DMAX"
2013-03-06,"BX3","Temp.no"
2013-03-06,"mousesports","n!faculty"
2013-03-06,"ALTERNATE aTTaX","Anexis"
2013-03-06,"zNation","KerchNET"
2013-03-06,"Virtus.pro","Anexis"
2013-03-06,"Natus Vincere","Anexis"
2013-03-07,"fnatic","KerchNET"
2013-03-07,"NiP","ESC"
2013-03-07,"gamed!de","iPLAY"
2013-03-07,"EYES ON U","MTF Gaming"
2013-03-07,"Imaginary","Russian Roulette"
2013-03-07,"zNation","Imaginary"
2013-03-07,"ESC","zNation"
2013-03-07,"ASES","arkhe"
2013-03-09,"Hellslayers","hatersg0nnahate"
2013-03-09,"ESC","MaxFloPlay"
2013-03-09,"hatersg0nnahate","WRTT"
2013-03-09,"Hellslayers","Lemondogs"
2013-03-09,"Chronic","xariLis"
2013-03-09,"LowLandLions","Badgers"
2013-03-09,"LowLandLions","Chronic"
2013-03-09,"Badgers","xariLis"
2013-03-10,"mousesports","3DMAX"
2013-03-10,"w4sp","mousesports"
2013-03-10,"ALTERNATE aTTaX","Russian Roulette"
2013-03-10,"NiP","dAT"
2013-03-10,"zNation","ALTERNATE aTTaX"
2013-03-10,"ALTERNATE aTTaX","dAT"
2013-03-10,"Brussels Guardians","LowLandLions"
2013-03-10,"ESC","MaxFloPlay"
2013-03-10,"LowLandLions","Granted"
2013-03-10,"Brussels Guardians","Badgers"
2013-03-10,"MaxFloPlay","GF-Gaming"
2013-03-11,"NiP","zNation"
2013-03-11,"zNation","Natus Vincere"
2013-03-12,"SNOGARD Dragons","CPLAY"
2013-03-12,"fnatic","mousesports"
2013-03-12,"ALTERNATE aTTaX","mousesports"
2013-03-12,"DRUCKWELLE","iPLAY"
2013-03-12,"Imaginary","Anexis"
2013-03-12,"EYES ON U","CPLAY"
2013-03-12,"MTF Gaming","n!faculty"
2013-03-12,"ALTERNATE aTTaX","KerchNET"
2013-03-12,"gamed!de","w4sp"
2013-03-12,"fnatic","Russian Roulette"
2013-03-12,"dAT","Faith"
2013-03-12,"zNation","Russian Roulette"
2013-03-13,"arkhe","Karont3"
2013-03-13,"ESC","ALTERNATE aTTaX"
2013-03-13,"LDLC","Natus Vincere"
2013-03-13,"VeryGames","EYES ON U"
2013-03-13,"Virtus.pro","KerchNET"
2013-03-13,"ESC","NiP"
2013-03-13,"EYES ON U","CPLAY"
2013-03-13,"fnatic","iPLAY"
2013-03-13,"Natus Vincere","w4sp"
2013-03-13,"ALTERNATE aTTaX","Absolute Legends"
2013-03-13,"VeryGames","gamed!de"
2013-03-13,"EYES ON U","Dragon$"
2013-03-13,"LDLC","k1ck"
2013-03-13,"Virtus.pro","3DMAX"
2013-03-13,"Absolute Legends","Eternity Gaming"
2013-03-13,"fnatic","Imaginary"
2013-03-13,"Natus Vincere","n!faculty"
2013-03-13,"Dragon$","Wizards"
2013-03-13,"Eternity Gaming","Anexis"
2013-03-13,"VeryGames","EYES ON U"
2013-03-13,"EYES ON U","dotpiXels"
2013-03-13,"Absolute Legends","mousesports"
2013-03-13,"ESC","LowLandLions"
2013-03-13,"fnatic","Temp.no"
2013-03-13,"Virtus.pro","Northern Eagles"
2013-03-13,"fnatic","unknowns"
2013-03-13,"arkhe","3DMAX"
2013-03-13,"ESC","Faith"
2013-03-14,"VeryGames","LDLC"
2013-03-14,"Natus Vincere","KerchNET"
2013-03-14,"w4sp","SNOGARD Dragons"
2013-03-14,"KerchNET","Imaginary"
2013-03-14,"LDLC","fnatic"
2013-03-14,"EYES ON U","iPLAY"
2013-03-14,"mousesports","CPLAY"
2013-03-14,"Imaginary","dAT"
2013-03-14,"VeryGames","ESC"
2013-03-14,"3DMAX","zNation"
2013-03-14,"dAT","mousesports"
2013-03-14,"playArt","paiN"
2013-03-16,"hatersg0nnahate","TMVG"
2013-03-17,"NiP","Virtus.pro"
2013-03-17,"ESC","Anexis"
2013-03-17,"hatersg0nnahate","atrc"
2013-03-17,"Natus Vincere","3DMAX"
2013-03-17,"Russian Roulette","Anexis"
2013-03-17,"mousesports","ESC"
2013-03-17,"ALTERNATE aTTaX","Faith"
2013-03-17,"ESC","Russian Roulette"
2013-03-18,"zNation","Anexis"
2013-03-18,"POPPERS","NecroRaisers"
2013-03-18,"ALTERNATE aTTaX","mousesports"
2013-03-18,"Refuse","MaxFloPlay"
2013-03-18,"Imaginary","Faith"
2013-03-18,"fnatic","Anexis"
2013-03-18,"zNation","mousesports"
2013-03-18,"Virtus.pro","dAT"
2013-03-18,"Kraftlaget","Team jbree"
2013-03-19,"AUSTRIAS FINEST","Torqued"
2013-03-19,"NiP","Anexis"
2013-03-19,"TeamCRG","Aftershock"
2013-03-19,"ALTERNATE aTTaX","myXMG.net"
2013-03-19,"Anexis","ALTERNATE aTTaX"
2013-03-19,"Karont3","LowLandLions"
2013-03-19,"NiP","myXMG.net"
2013-03-19,"KerchNET","mousesports"
2013-03-19,"NiP","fnatic"
2013-03-19,"Anexis","Virtus.pro"
2013-03-19,"ESC","ALTERNATE aTTaX"
2013-03-19,"n!faculty","myXMG.net"
2013-03-19,"Kraftlaget","KerchNET"
2013-03-19,"fnatic","CPLAY"
2013-03-19,"Virtus.pro","Decerto"
2013-03-19,"AUSTRIAS FINEST","Natus Vincere"
2013-03-19,"NiP","zNation"
2013-03-20,"ESC","Imaginary"
2013-03-20,"Natus Vincere","NiP"
2013-03-20,"LowLandLions","TeamCRG"
2013-03-20,"ESC","LDLC"
2013-03-20,"Absolute Legends","k1ck"
2013-03-20,"dotpiXels","DRUCKWELLE"
2013-03-20,"Karont3","Kraftlaget"
2013-03-20,"Stahlwerk","Decerto"
2013-03-20,"Absolute Legends","LDLC"
2013-03-20,"MTF Gaming","gamed!de"
2013-03-20,"ESC","k1ck"
2013-03-20,"Virtus.pro","ALTERNATE aTTaX"
2013-03-20,"k1ck","LDLC"
2013-03-20,"dAT","ESC"
2013-03-20,"Natus Vincere","Absolute Legends"
2013-03-20,"ESC","KerchNET"
2013-03-20,"dAT","dAT"
2013-03-20,"Natus Vincere","dAT"
2013-03-21,"NiP","3DMAX"
2013-03-21,"mousesports","gamed!de"
2013-03-21,"dotpiXels","n!faculty"
2013-03-21,"NiP","fnatic"
2013-03-21,"ALTERNATE aTTaX","iPLAY"
2013-03-21,"gamed!de","SNOGARD Dragons"
2013-03-21,"Virtus.pro","Natus Vincere"
2013-03-21,"DRUCKWELLE","CPLAY"
2013-03-21,"mousesports","EYES ON U"
2013-03-21,"dotpiXels","iPLAY"
2013-03-21,"Natus Vincere","ALTERNATE aTTaX"
2013-03-21,"ESC","Faith"
2013-03-23,"ELTZ","k1ck"
2013-03-23,"hatersg0nnahate","iNation"
2013-03-23,"GamerUniversity","Wintro"
2013-03-23,"Anexis","Dignitas"
2013-03-23,"hatersg0nnahate","Lucidez"
2013-03-23,"ELTZ","Mystery"
2013-03-23,"iNation","TMVG"
2013-03-23,"NiP","Virtus.pro"
2013-03-23,"Dignitas","FMESPORTS"
2013-03-23,"Anexis","Alcohol and Bitches"
2013-03-23,"Virtus.pro","ESC"
2013-03-23,"ESC","Natus Vincere"
2013-03-23,"Archaic","Immunity"
2013-03-23,"NiP","Virtus.pro"
2013-03-23,"Alcohol and Bitches","MINISTRY"
2013-03-23,"Anexis","Ethnic Radicals"
2013-03-23,"Auxiliary","Noxious gaming"
2013-03-23,"Dignitas","Opal Fruits"
2013-03-23,"Virtus.pro","ESC"
2013-03-23,"Vox Eminor","3H"
2013-03-23,"We Ain't Mad","Volpriv"
2013-03-23,"NiP","Natus Vincere"
2013-03-23,"Immunity","We Ain't Mad"
2013-03-23,"Archaic","Volpriv"
2013-03-23,"Auxiliary","3H"
2013-03-23,"Vox Eminor","Noxious gaming"
2013-03-23,"Immunity","Volpriv"
2013-03-23,"Archaic","We Ain't Mad"
2013-03-23,"3H","Noxious gaming"
2013-03-23,"Vox Eminor","Auxiliary"
2013-03-24,"Faith","Russian Roulette"
2013-03-24,"mousesports","Imaginary"
2013-03-24,"WRTT","CAI"
2013-03-24,"mousesports","Russian Roulette"
2013-03-24,"n!faculty","w4sp"
2013-03-24,"GamerUniversity","ENTiTY"
2013-03-24,"KerchNET","Anexis"
2013-03-24,"WRTT","AWTR"
2013-03-24,"CAI","buF"
2013-03-24,"KerchNET","Russian Roulette"
2013-03-24,"ALTERNATE aTTaX","MTF Gaming"
2013-03-24,"fnatic","3DMAX"
2013-03-24,"Anexis","ALTERNATE aTTaX"
