"Date","winner","loser"
"Results for June 14th 2018","Tricked","Spirit"
"Results for June 14th 2018","Nexus","Liquid"
"Results for June 14th 2018","Fragsters","Wind and Rain"
"Results for June 14th 2018","Winstrike","GameAgents"
"Results for June 14th 2018","FaZe","Smoke Criminals"
"Results for June 14th 2018","MK","PRIDE"
"Results for June 14th 2018","EURONICS","Space Soldiers"
"Results for June 14th 2018","Singularity","Nexus"
"Results for June 14th 2018","Valiance","PAPERPLANES"
"Results for June 14th 2018","Tricked","PAPERPLANES"
"Results for June 14th 2018","Chaos","SinnerS"
"Results for June 14th 2018","EURONICS","Vexed"
"Results for June 14th 2018","BIG","3DMAX"
"Results for June 14th 2018","Valiance","Spirit"
"Results for June 14th 2018","Legacy","N„o Tem Como"
"Results for June 14th 2018","Envy","Bajini Puleni"
"Results for June 14th 2018","seadoggs","Ground Zero"
"Results for June 14th 2018","Natus Vincere","VG.Flash"
"Results for June 14th 2018","NiP","Ground Zero"
"Results for June 14th 2018","Natus Vincere","NiP"
"Results for June 14th 2018","Swole Patrol","VG.Flash"
"Results for June 14th 2018","Fam143","Envy"
"Results for June 14th 2018","XFORCE","subtLe"
"Results for June 14th 2018","RESOLUTE","subtLe"
"Results for June 14th 2018","Mythic","AZIO"
"Results for June 14th 2018","FURIA Academy","Vireo.pro"
"Results for June 14th 2018","Bravado","Vikings"
"Results for June 14th 2018","Vireo.pro","Furious"
"Results for June 14th 2018","Isurus","RESOLUTE"
"Results for June 14th 2018","mousesports","XFORCE"
"Results for June 14th 2018","Tricked","W7M"
"Results for June 13th 2018","NewTeam","WINside"
"Results for June 13th 2018","SK","Ghost"
"Results for June 13th 2018","Nexus","Bajini Puleni"
"Results for June 13th 2018","EURONICS","Windigo"
"Results for June 13th 2018","GoodJob","GameAgents"
"Results for June 13th 2018","Kinguin","Squared"
"Results for June 13th 2018","mousesports","EPG"
"Results for June 13th 2018","MK","Singularity"
"Results for June 13th 2018","Spirit","N„o Tem Como"
"Results for June 13th 2018","Fragsters","Windigo"
"Results for June 13th 2018","Liquid","Tricked"
"Results for June 13th 2018","Valiance","Epsilon"
"Results for June 13th 2018","PRIDE","BIG"
"Results for June 13th 2018","Chaos","3DMAX"
"Results for June 13th 2018","Windigo","Spirit"
"Results for June 13th 2018","Movistar Riders","Red Reserve"
"Results for June 13th 2018","GoodJob","SinnerS"
"Results for June 13th 2018","FLuffy Gangsters","ALTERNATE aTTaX"
"Results for June 13th 2018","Space Soldiers","SkitLite"
"Results for June 13th 2018","FaZe","Ha MaSSe"
"Results for June 13th 2018","Winstrike","SK"
"Results for June 13th 2018","Grayhound","Ghost"
"Results for June 13th 2018","SYF","Sprout"
"Results for June 13th 2018","Tainted Minds","Corvidae"
"Results for June 13th 2018","Conspiracy","seadoggs"
"Results for June 13th 2018","SYF","Surge"
"Results for June 13th 2018","ORDER","Corvidae"
"Results for June 13th 2018","Tainted Minds","Formidable"
"Results for June 13th 2018","Chiefs","Grayhound"
"Results for June 13th 2018","Legacy","Downfall"
"Results for June 13th 2018","Chiefs","Formidable"
"Results for June 13th 2018","Armada","Rise and Grind"
"Results for June 13th 2018","Fam143","Control"
"Results for June 13th 2018","FURIA Academy","Mentality"
"Results for June 13th 2018","Vireo.pro","The Entourage"
"Results for June 13th 2018","AZIO","Bulldozer"
"Results for June 13th 2018","BlackOut","Velocity"
"Results for June 13th 2018","The Entourage","Clutch Solutions"
"Results for June 13th 2018","Armada","XFORCE"
"Results for June 13th 2018","NewTeam","iNTACT"
"Results for June 13th 2018","SK","RivaL"
"Results for June 13th 2018","Dignitas","Mythic"
"Results for June 13th 2018","W7M","Andes"
"Results for June 13th 2018","BlackOut","AZIO"
"Results for June 13th 2018","Fam143","Levitate"
"Results for June 13th 2018","Mentality","NoNamers"
"Results for June 13th 2018","Virtue","Furious"
"Results for June 13th 2018","Yeah","Isurus"
"Results for June 13th 2018","Squared","fnatic Academy"
"Results for June 12th 2018","Singularity","Magicians"
"Results for June 12th 2018","EURONICS","Tricked"
"Results for June 12th 2018","Kinguin","Berzerk"
"Results for June 12th 2018","Spirit","Epsilon"
"Results for June 12th 2018","Singularity","x-kom"
"Results for June 12th 2018","fnatic Academy","Wind and Rain"
"Results for June 12th 2018","Kinguin","Imperial"
"Results for June 12th 2018","Squared","WASD"
"Results for June 12th 2018","Berzerk","eXtatus"
"Results for June 12th 2018","Tricked","Movistar Riders"
"Results for June 12th 2018","Magicians","Universe"
"Results for June 12th 2018","DreamEaters","Valiance"
"Results for June 12th 2018","PLINK","kindergarden"
"Results for June 12th 2018","EURONICS","5balls"
"Results for June 12th 2018","Vexed","NewTeam"
"Results for June 12th 2018","Royal Bandits","tradigt"
"Results for June 12th 2018","EURONICS","Smoke Criminals"
"Results for June 12th 2018","Gambit","Movistar Riders"
"Results for June 12th 2018","Singularity","iGame.com"
"Results for June 12th 2018","Nexus","Chaos"
"Results for June 12th 2018","Winstrike","Tempo Storm"
"Results for June 12th 2018","SYF","Tricked"
"Results for June 12th 2018","Grayhound","Sprout"
"Results for June 12th 2018","SYF","Taboo"
"Results for June 12th 2018","ORDER","AVANT"
"Results for June 12th 2018","Grayhound","Taboo"
"Results for June 12th 2018","Control","Formidable"
"Results for June 12th 2018","Chiefs","AVANT"
"Results for June 12th 2018","ORDER","seadoggs"
"Results for June 12th 2018","TRIDENT","Rise and Grind"
"Results for June 12th 2018","Legacy","Ground Zero"
"Results for June 12th 2018","Chiefs","Surge"
"Results for June 12th 2018","Grayhound","Grayhound"
"Results for June 12th 2018","gloryUS","Rise and Grind"
"Results for June 12th 2018","BlackOut","Legacy"
"Results for June 12th 2018","Swole Patrol","Ex-Rejected"
"Results for June 12th 2018","Furious","Really Old People"
"Results for June 12th 2018","Really Old People","Will to Win"
"Results for June 12th 2018","Virtue","FURIA Academy"
"Results for June 12th 2018","Isurus","AZIO"
"Results for June 12th 2018","Yeah","Bulldozer"
"Results for June 12th 2018","Singularity","W7M"
"Results for June 12th 2018","EURONICS","Andes"
"Results for June 11th 2018","DreamEaters","Monolith"
"Results for June 11th 2018","forZe","PLINK"
"Results for June 11th 2018","EURONICS","PRIDE"
"Results for June 11th 2018","Red Reserve","Royal Bandits"
"Results for June 11th 2018","k1ck","Evolution"
"Results for June 11th 2018","SYF","Ground Zero"
"Results for June 11th 2018","AVANT","Rise and Grind"
"Results for June 11th 2018","Downfall","TRIDENT"
"Results for June 11th 2018","SYF","Ground Zero"
"Results for June 11th 2018","AVANT","Rise and Grind"
"Results for June 11th 2018","Surge","Downfall"
"Results for June 11th 2018","Legacy","Taboo"
"Results for June 11th 2018","Chiefs","Ground Zero"
"Results for June 11th 2018","Legacy","Taboo"
"Results for June 11th 2018","Chiefs","Ground Zero"
"Results for June 11th 2018","Fam143","Will to Win"
"Results for June 11th 2018","Swole Patrol","Rogue"
"Results for June 11th 2018","Complexity","F1-racecar-PEEK"
"Results for June 11th 2018","F1-racecar-PEEK","TeamOne"
"Results for June 11th 2018","Swole Patrol","Bravado"
"Results for June 11th 2018","Rogue","The Pioneers"
"Results for June 10th 2018","Complexity","Freedom 35"
"Results for June 10th 2018","SK","HellRaisers"
"Results for June 10th 2018","Kinguin","Wind and Rain"
"Results for June 10th 2018","EURONICS","Tricked"
"Results for June 10th 2018","Astralis","Liquid"
"Results for June 10th 2018","Sprout","Epsilon"
"Results for June 10th 2018","Fragsters","Vexed"
"Results for June 10th 2018","Gambit","PACT"
"Results for June 10th 2018","NOBO","AllTheStars"
"Results for June 10th 2018","PACT","Wind and Rain"
"Results for June 10th 2018","Fragsters","Tricked"
"Results for June 10th 2018","Chaos","ALTERNATE aTTaX"
"Results for June 10th 2018","Sprout","HOLLYWOOD"
"Results for June 10th 2018","Virtus.pro","Gambit"
"Results for June 10th 2018","Astralis","FaZe"
"Results for June 10th 2018","3DMAX","Virtus.pro"
"Results for June 10th 2018","Tricked","Gambit"
"Results for June 10th 2018","SK","Winstrike"
"Results for June 10th 2018","HellRaisers","Giants"
"Results for June 10th 2018","Liquid","NRG"
"Results for June 10th 2018","Legacy","Conspiracy"
"Results for June 10th 2018","Freedom 35","boxr"
"Results for June 10th 2018","Swole Patrol","Dignitas"
"Results for June 10th 2018","The Pioneers","Squirtle Squad"
"Results for June 10th 2018","F1-racecar-PEEK","Gorilla Gang"
"Results for June 10th 2018","Complexity","Swole Patrol"
"Results for June 10th 2018","boxr","Prospects"
"Results for June 10th 2018","TeamOne","Squirtle Squad"
"Results for June 10th 2018","Dignitas","AZIO"
"Results for June 10th 2018","Bravado","Freedom 35"
"Results for June 10th 2018","The Pioneers","Wise"
"Results for June 10th 2018","Rogue","Gorilla Gang"
"Results for June 10th 2018","Swole Patrol","Dignitas"
"Results for June 10th 2018","Squirtle Squad","The Pioneers"
"Results for June 9th 2018","Bravado","Prospects"
"Results for June 9th 2018","Complexity","AZIO"
"Results for June 9th 2018","Freedom 35","boxr"
"Results for June 9th 2018","EURONICS","Illuminar"
"Results for June 9th 2018","TeamOne","Wise"
"Results for June 9th 2018","Gorilla Gang","F1-racecar-PEEK"
"Results for June 9th 2018","FaZe","G2"
"Results for June 9th 2018","ENCE","SJ"
"Results for June 9th 2018","Giants","Tempo Storm"
"Results for June 9th 2018","FURIA","Virtue"
"Results for June 9th 2018","Royal Bandits","Gambit"
"Results for June 9th 2018","pro100","Gucci Squad"
"Results for June 9th 2018","Japaleno","GoodJob"
"Results for June 9th 2018","PACT","Red Reserve"
"Results for June 9th 2018","Illuminar","k1ck"
"Results for June 9th 2018","EURONICS","fnatic Academy"
"Results for June 9th 2018","Liquid","fnatic"
"Results for June 9th 2018","LDLC","MAXISAUCISSE"
"Results for June 9th 2018","Winstrike","Movistar Riders"
"Results for June 9th 2018","G2","Luminosity"
"Results for June 9th 2018","ALTERNATE aTTaX","RUSH B"
"Results for June 9th 2018","Sprout","NOBO"
"Results for June 9th 2018","fnatic","Cloud9"
"Results for June 9th 2018","Giants","OFFSET"
"Results for June 9th 2018","Chiefs","Deceptors"
"Results for June 9th 2018","AVANT","ORDER"
"Results for June 9th 2018","Ground Zero","Roar"
"Results for June 9th 2018","MVP PK","Signature"
"Results for June 9th 2018","Virtue","Isurus"
"Results for June 9th 2018","FURIA","Yeah"
"Results for June 9th 2018","GoodJob","top100"
"Results for June 8th 2018","KoN Norway","KoN Finland"
"Results for June 8th 2018","GoodJob","AllTheStars"
"Results for June 8th 2018","NRG","FaZe"
"Results for June 8th 2018","top100","DreamEaters"
"Results for June 8th 2018","KoN Norway","KoN Sweden"
"Results for June 8th 2018","PLINK","Space Jam"
"Results for June 8th 2018","FaZe","Luminosity"
"Results for June 8th 2018","KoN Norway","KoN Denmark"
"Results for June 8th 2018","5balls","Ha MaSSe"
"Results for June 8th 2018","NRG","G2"
"Results for June 8th 2018","Astralis","Liquid"
"Results for June 8th 2018","DreamEaters","FLuffy Gangsters"
"Results for June 8th 2018","Gambit","Boys in Blue"
"Results for June 8th 2018","Liquid","fnatic"
"Results for June 8th 2018","Astralis","Cloud9"
"Results for June 8th 2018","Signature","Alpha Red"
"Results for June 8th 2018","Isurus","Wild"
"Results for June 8th 2018","FURIA Academy","Yeah"
"Results for June 8th 2018","Velocity","Swole Patrol"
"Results for June 8th 2018","FYB","Prospects"
"Results for June 8th 2018","Monstars","Clutch Solutions"
"Results for June 8th 2018","Isurus","Wild"
"Results for June 8th 2018","Vireo.pro","AZIO"
"Results for June 8th 2018","Dignitas","Bravado"
"Results for June 8th 2018","Vision","ex-Atmosphere"
"Results for June 8th 2018","FYB","Gorilla Gang"
"Results for June 8th 2018","Virtue","W7M"
"Results for June 7th 2018","Virtus.pro","Singularity"
"Results for June 7th 2018","MK","x-kom"
"Results for June 7th 2018","Vega Squadron","Pompa"
"Results for June 7th 2018","GoodJob","SinnerS"
"Results for June 7th 2018","Windigo","forZe"
"Results for June 7th 2018","Valiance","WINside"
"Results for June 7th 2018","PAPERPLANES","Nexus"
"Results for June 7th 2018","Windigo","Fragsters"
"Results for June 7th 2018","EPG","Virtus.pro"
"Results for June 7th 2018","PAPERPLANES","Valiance"
"Results for June 7th 2018","VG.Flash","k0pfsache"
"Results for June 7th 2018","k1ck","Vexed"
"Results for June 7th 2018","Windigo","ROAR"
"Results for June 7th 2018","PRIDE","5balls"
"Results for June 7th 2018","PRIDE","Bajini Puleni"
"Results for June 7th 2018","Tainted Minds","PACT"
"Results for June 7th 2018","Ground Zero","Boys in Blue"
"Results for June 7th 2018","Grayhound","Conspiracy"
"Results for June 7th 2018","Legacy","Corvidae"
"Results for June 7th 2018","AVANT","Formidable"
"Results for June 7th 2018","SYF","Control"
"Results for June 7th 2018","AVANT","Legacy"
"Results for June 7th 2018","SYF","Ground Zero"
"Results for June 7th 2018","Grayhound","Corvidae"
"Results for June 7th 2018","MVP PK","Control"
"Results for June 7th 2018","Vikings","Chiefs"
"Results for June 7th 2018","Fam143","ORDER"
"Results for June 7th 2018","RESOLUTE","subtLe"
"Results for June 7th 2018","Vireo.pro","Prospects"
"Results for June 7th 2018","subtLe","FYB"
"Results for June 7th 2018","RESOLUTE","Gorilla Gang"
"Results for June 7th 2018","Velocity","Levitate"
"Results for June 7th 2018","Dignitas","XFORCE"
"Results for June 7th 2018","Mythic","AZIO"
"Results for June 7th 2018","Bravado","iNTACT"
"Results for June 7th 2018","freakss","F1-racecar-PEEK"
"Results for June 7th 2018","Virtus.pro","Mythic"
"Results for June 7th 2018","MK","o9"
"Results for June 7th 2018","Virtue","C4"
"Results for June 6th 2018","Sprout","C4"
"Results for June 6th 2018","Epsilon","Virtue"
"Results for June 6th 2018","Gameworks","Arte et Marte"
"Results for June 6th 2018","ENCE","HAVU"
"Results for June 6th 2018","ENCE","Pongileez"
"Results for June 6th 2018","SYF","Spirit"
"Results for June 6th 2018","seadoggs","ALTERNATE aTTaX"
"Results for June 6th 2018","SYF","Corvidae"
"Results for June 6th 2018","Tainted Minds","Downfall"
"Results for June 6th 2018","Rise and Grind","Chiefs"
"Results for June 6th 2018","Alpha Red","TRIDENT"
"Results for June 6th 2018","Furious","Corvidae"
"Results for June 6th 2018","Signature","Sad Story"
"Results for June 6th 2018","F1-racecar-PEEK","Ex-Rejected"
"Results for June 6th 2018","Clutch Solutions","XCN"
"Results for June 6th 2018","Dignitas","Born"
"Results for June 6th 2018","iNTACT","Velocity"
"Results for June 6th 2018","Monstars","Fam143"
"Results for June 6th 2018","RESOLUTE","Prospects"
"Results for June 6th 2018","Virtue","Bravado"
"Results for June 6th 2018","Mythic","BlackOut"
"Results for June 6th 2018","freakss","C4"
"Results for June 6th 2018","FURIA Academy","isaGOD"
"Results for June 6th 2018","Arte et Marte","Pongileez"
"Results for June 6th 2018","o9","DETONA"
"Results for June 6th 2018","Sprout","EnVyUs Academy"
"Results for June 6th 2018","Epsilon","Gameworks"
"Results for June 5th 2018","Epsilon","PAPERPLANES"
"Results for June 5th 2018","Sprout","Vexed"
"Results for June 5th 2018","HAVU","hatersg0nnahate"
"Results for June 5th 2018","x-kom","k0pfsache"
"Results for June 5th 2018","AllTheStars","HOLLYWOOD"
"Results for June 5th 2018","Spirit","ALTERNATE aTTaX"
"Results for June 5th 2018","EnVyUs Academy","Tricked"
"Results for June 5th 2018","Epsilon","eSuba"
"Results for June 5th 2018","Vexed","PUR$i$EURA"
"Results for June 5th 2018","PAPERPLANES","Valiance"
"Results for June 5th 2018","Arte et Marte","fproject"
"Results for June 5th 2018","Sprout","Singularity"
"Results for June 5th 2018","HAVU","Tempo Storm"
"Results for June 5th 2018","hatersg0nnahate","MK"
"Results for June 5th 2018","ENCE","AVANGAR"
"Results for June 5th 2018","Evolution","DreamEaters"
"Results for June 5th 2018","Winstrike","Epsilon"
"Results for June 5th 2018","Spirit","ENCE"
"Results for June 5th 2018","ALTERNATE aTTaX","AVANGAR"
"Results for June 5th 2018","ORDER","EMC"
"Results for June 5th 2018","MVP PK","SCARZ Absolute"
"Results for June 5th 2018","Malvinas","Furious"
"Results for June 5th 2018","Really Old People","Clutch Solutions"
"Results for June 5th 2018","RESOLUTE","Vikings"
"Results for June 5th 2018","FURIA","Bulldozer"
"Results for June 5th 2018","Yeah","Bulldozer"
"Results for June 5th 2018","freakss","FURIA"
"Results for June 5th 2018","Yeah","LiNE5 Academy"
"Results for June 5th 2018","Epsilon","ArchNemesis"
"Results for June 5th 2018","Sprout","LiNE5 Academy"
"Results for June 4th 2018","Pongileez","iConic[5]"
"Results for June 4th 2018","Windigo","AVANGAR"
"Results for June 4th 2018","Chaos","Sprout"
"Results for June 4th 2018","NOBO","5balls"
"Results for June 4th 2018","TRIDENT","Rise and Grind"
"Results for June 4th 2018","Space Soldiers","Rogue"
"Results for June 4th 2018","Bravado","Gorilla Gang"
"Results for June 4th 2018","o9","Nightmare"
"Results for June 4th 2018","Swole Patrol","iNTACT"
"Results for June 3rd 2018","Bravado","Dignitas"
"Results for June 3rd 2018","Gameworks","Rapid"
"Results for June 3rd 2018","Space Soldiers","Heroic"
"Results for June 3rd 2018","RUNUP","EPG"
"Results for June 3rd 2018","forZe","5balls"
"Results for June 3rd 2018","HOLLYWOOD","Syman"
"Results for June 3rd 2018","iNTACT","Geostorm"
"Results for June 3rd 2018","Swole Patrol","Whatever It Takes"
"Results for June 3rd 2018","Natus Vincere","NRG"
"Results for June 3rd 2018","ARES","1337HUANIA"
"Results for June 3rd 2018","Japaleno","Singularity"
"Results for June 3rd 2018","Gorilla Gang","Joffree"
"Results for June 3rd 2018","Nordavind","Imperial"
"Results for June 3rd 2018","Rogue","Fragsters"
"Results for June 3rd 2018","Syman","FlipSid3"
"Results for June 3rd 2018","RUNUP","DreamEaters"
"Results for June 3rd 2018","Nemiga","EPG"
"Results for June 3rd 2018","pro100","5balls"
"Results for June 3rd 2018","ARES","WASD"
"Results for June 3rd 2018","Natus Vincere","mousesports"
"Results for June 3rd 2018","1337HUANIA","Untagged"
"Results for June 3rd 2018","AVANGAR","forZe"
"Results for June 3rd 2018","HOLLYWOOD","eL'quvet"
"Results for June 3rd 2018","Giants","OFFSET"
"Results for June 3rd 2018","Imperial","NOBO"
"Results for June 3rd 2018","Nordavind","Conquer"
"Results for June 3rd 2018","Singularity","FriendlyFire"
"Results for June 3rd 2018","Japaleno","fnatic Academy"
"Results for June 3rd 2018","Conquer","Squared"
"Results for June 3rd 2018","Nordavind","DZVER"
"Results for June 3rd 2018","fnatic Academy","eXtatus"
"Results for June 3rd 2018","Singularity","Property"
"Results for June 3rd 2018","NOBO","x6tence"
"Results for June 3rd 2018","Japaleno","EYES ON U"
"Results for June 3rd 2018","FriendlyFire","Tricked"
"Results for June 3rd 2018","NRG","North"
"Results for June 3rd 2018","Imperial","ZODIACS"
"Results for June 3rd 2018","Space Soldiers","OpTic"
"Results for June 3rd 2018","Natus Vincere","SK"
"Results for June 3rd 2018","Fragsters","eUnited"
"Results for June 2nd 2018","Dark Tigers","Universe"
"Results for June 2nd 2018","HOLLYWOOD","FLuffy Gangsters"
"Results for June 2nd 2018","pro100","eL'quvet"
"Results for June 2nd 2018","OpTic","Complexity"
"Results for June 2nd 2018","5balls","FlipSid3"
"Results for June 2nd 2018","AVANGAR","DreamEaters"
"Results for June 2nd 2018","RUNUP","Atlants"
"Results for June 2nd 2018","mousesports","NiP"
"Results for June 2nd 2018","EPG","Syman"
"Results for June 2nd 2018","Spirit","forZe"
"Results for June 2nd 2018","HellRaisers","Nemiga"
"Results for June 2nd 2018","Fragsters","Luminosity"
"Results for June 2nd 2018","FlipSid3","RUNUP"
"Results for June 2nd 2018","5balls","HOLLYWOOD"
"Results for June 2nd 2018","Syman","FLuffy Gangsters"
"Results for June 2nd 2018","DreamEaters","Atlants"
"Results for June 2nd 2018","forZe","EPG"
"Results for June 2nd 2018","Spirit","AVANGAR"
"Results for June 2nd 2018","Nemiga","pro100"
"Results for June 2nd 2018","Dark Tigers","Gravity"
"Results for June 2nd 2018","HellRaisers","eL'quvet"
"Results for June 2nd 2018","North","AGO"
"Results for June 2nd 2018","Universe","Brute"
"Results for June 2nd 2018","NRG","Liquid"
"Results for June 2nd 2018","Ground Zero","AVANT"
"Results for June 2nd 2018","Roar","Chiefs"
"Results for June 2nd 2018","ORDER","Deceptors"
"Results for June 2nd 2018","Rogue","Space Soldiers"
"Results for June 2nd 2018","ex-Atmosphere","Prospects"
"Results for June 2nd 2018","Space Soldiers","Complexity"
"Results for June 2nd 2018","Isurus","C4"
"Results for June 2nd 2018","Heroic","eUnited"
"Results for June 2nd 2018","Isurus","C4"
"Results for June 2nd 2018","Yeah","Bulldozer"
"Results for June 2nd 2018","Yeah","Bulldozer"
"Results for June 1st 2018","Heroic","Luminosity"
"Results for June 1st 2018","forZe","RUNUP"
"Results for June 1st 2018","KoN Finland","KoN Sweden"
"Results for June 1st 2018","Nemiga","Atlants"
"Results for June 1st 2018","EPG","HOLLYWOOD"
"Results for June 1st 2018","Rogue","OpTic"
"Results for June 1st 2018","pro100","Syman"
"Results for June 1st 2018","KoN Finland","KoN Denmark"
"Results for June 1st 2018","eUnited","Fragsters"
"Results for June 1st 2018","Kinguin","Valiance"
"Results for June 1st 2018","KoN Denmark","KoN Norway"
"Results for June 1st 2018","AVANGAR","FLuffy Gangsters"
"Results for June 1st 2018","HellRaisers","5balls"
"Results for June 1st 2018","North","GODSENT"
"Results for June 1st 2018","Spirit","DreamEaters"
"Results for June 1st 2018","eL'quvet","FlipSid3"
"Results for June 1st 2018","NRG","Renegades"
"Results for June 1st 2018","Natus Vincere","AVANGAR"
"Results for June 1st 2018","Fam143","Forty Six and 2"
"Results for June 1st 2018","subtLe","Will to Win"
"Results for June 1st 2018","BlackOut","Gorilla Gang"
"Results for June 1st 2018","Vikings","Velocity"
"Results for June 1st 2018","C4","nEEts"
"Results for June 1st 2018","Vision","Bravado"
"Results for June 1st 2018","x-kom","Sprout"
"Results for June 1st 2018","Vireo.pro","ex-Atmosphere"
"Results for June 1st 2018","DETONA","Revoltz"
"Results for June 1st 2018","Furious","gloryUS"
"Results for June 1st 2018","Yeah","Virtue"
"Results for June 1st 2018","W7M","FURIA Academy"
"Results for June 1st 2018","LDLC","Valiance"
"Results for June 1st 2018","Kinguin","tomorrow"
"Results for June 1st 2018","Windigo","x-kom"
"Results for May 31st 2018","Sprout","Tempo Storm"
"Results for May 31st 2018","Epsilon","Playing Ducks"
"Results for May 31st 2018","PACT","Vexed"
"Results for May 31st 2018","GameAgents","MK"
"Results for May 31st 2018","Valiance","Sprout"
"Results for May 31st 2018","x-kom","tomorrow"
"Results for May 31st 2018","Windigo","Kinguin"
"Results for May 31st 2018","SinnerS","Nexus"
"Results for May 31st 2018","LDLC","Tempo Storm"
"Results for May 31st 2018","Liquid","AVANGAR"
"Results for May 31st 2018","HOLLYWOOD","HEY"
"Results for May 31st 2018","PACT","iGame.com"
"Results for May 31st 2018","mousesports","Natus Vincere"
"Results for May 31st 2018","Bpro","GameAgents"
"Results for May 31st 2018","FriendlyFire","Boys in Blue"
"Results for May 31st 2018","LDLC","Without Warning"
"Results for May 31st 2018","Spirit","Nexus"
"Results for May 31st 2018","Bpro","Bajini Puleni"
"Results for May 31st 2018","Sprout","EURONICS"
"Results for May 31st 2018","Spirit","x-kom"
"Results for May 31st 2018","Renegades","Virtus.pro"
"Results for May 31st 2018","Valiance","LDLC"
"Results for May 31st 2018","EURONICS","ALTERNATE aTTaX"
"Results for May 31st 2018","Windigo","Forge"
"Results for May 31st 2018","NiP","North"
"Results for May 31st 2018","seadoggs","Rise and Grind"
"Results for May 31st 2018","GODSENT","TYLOO"
"Results for May 31st 2018","NRG","HellRaisers"
"Results for May 31st 2018","Control","Rise and Grind"
"Results for May 31st 2018","Tainted Minds","Legacy"
"Results for May 31st 2018","Conspiracy","Surge"
"Results for May 31st 2018","ORDER","Chiefs"
"Results for May 31st 2018","Malvinas","Sinisters"
"Results for May 31st 2018","XFORCE","subtLe"
"Results for May 31st 2018","Bravado","FYB"
"Results for May 31st 2018","Levitate","Forty Six and 2"
"Results for May 31st 2018","Fam143","Monstars"
"Results for May 31st 2018","FURIA","Yeah"
"Results for May 31st 2018","Will to Win","Clutch Solutions"
"Results for May 31st 2018","Dignitas","FYB"
"Results for May 31st 2018","Monstars","ex-Atmosphere"
"Results for May 31st 2018","Without Warning","Forge"
"Results for May 31st 2018","tomorrow","Windigo"
"Results for May 31st 2018","x-kom","Sprout"
"Results for May 31st 2018","SK","Liquid"
"Results for May 31st 2018","LDLC","SJ"
"Results for May 30th 2018","Forge","Singularity"
"Results for May 30th 2018","Tempo Storm","Valiance"
"Results for May 30th 2018","Sprout","Without Warning"
"Results for May 30th 2018","x-kom","SJ"
"Results for May 30th 2018","Windigo","ALTERNATE aTTaX"
"Results for May 30th 2018","Kinguin","tomorrow"
"Results for May 30th 2018","Kinguin","Sprout"
"Results for May 30th 2018","AGO","mousesports"
"Results for May 30th 2018","LDLC","Singularity"
"Results for May 30th 2018","x-kom","EURONICS"
"Results for May 30th 2018","Valiance","SJ"
"Results for May 30th 2018","tomorrow","ALTERNATE aTTaX"
"Results for May 30th 2018","Tempo Storm","Windigo"
"Results for May 30th 2018","Movistar Riders","iGame.com"
"Results for May 30th 2018","Natus Vincere","Virtus.pro"
"Results for May 30th 2018","Valiance","Forge"
"Results for May 30th 2018","SJ","Singularity"
"Results for May 30th 2018","Sprout","LDLC"
"Results for May 30th 2018","Kinguin","Without Warning"
"Results for May 30th 2018","tomorrow","EURONICS"
"Results for May 30th 2018","Tempo Storm","x-kom"
"Results for May 30th 2018","NiP","TYLOO"
"Results for May 30th 2018","North","HellRaisers"
"Results for May 30th 2018","Ground Zero","Conspiracy"
"Results for May 30th 2018","AVANGAR","GODSENT"
"Results for May 30th 2018","SYF","baldkrew"
"Results for May 30th 2018","Grayhound","Control"
"Results for May 30th 2018","Renegades","Gambit"
"Results for May 30th 2018","Grayhound","TRIDENT"
"Results for May 30th 2018","Tainted Minds","Ground Zero"
"Results for May 30th 2018","Control","Downfall"
"Results for May 30th 2018","Grayhound","Legacy"
"Results for May 30th 2018","NRG","VG.Flash"
"Results for May 30th 2018","Virtue","nEEts"
"Results for May 30th 2018","Vision","Velocity"
"Results for May 30th 2018","Gorilla Gang","Prospects"
"Results for May 30th 2018","HEY","Andes"
"Results for May 30th 2018","Will to Win","Mythic"
"Results for May 30th 2018","Yeah","C4"
"Results for May 30th 2018","BlackOut","Mythic"
"Results for May 30th 2018","W7M","DETONA"
"Results for May 30th 2018","FURIA Academy","Revoltz"
"Results for May 29th 2018","Ha MaSSe","k0pfsache"
"Results for May 29th 2018","Smoke Criminals","Singularity"
"Results for May 29th 2018","Valiance","FriendlyFire"
"Results for May 29th 2018","NOBO","Invictus Aquilas"
"Results for May 29th 2018","Royal Bandits","PRIDE"
"Results for May 29th 2018","Chaos","iGame.com"
"Results for May 29th 2018","Fragsters","Spirit"
"Results for May 29th 2018","HOLLYWOOD","EPG"
"Results for May 29th 2018","Tricked","PRIDE"
"Results for May 29th 2018","AGO","NiP"
"Results for May 29th 2018","Liquid","GODSENT"
"Results for May 29th 2018","ALTERNATE aTTaX","Kinguin"
"Results for May 29th 2018","3DMAX","Wind and Rain"
"Results for May 29th 2018","Singularity","Valiance"
"Results for May 29th 2018","SK","AVANGAR"
"Results for May 29th 2018","Sprout","Valiance"
"Results for May 29th 2018","mousesports","TYLOO"
"Results for May 29th 2018","HellRaisers","Renegades"
"Results for May 29th 2018","Natus Vincere","VG.Flash"
"Results for May 29th 2018","Chiefs","baldkrew"
"Results for May 29th 2018","Virtus.pro","Gambit"
"Results for May 29th 2018","North","NRG"
"Results for May 29th 2018","Isurus","Yeah"
"Results for May 29th 2018","gloryUS","Coscu Army"
"Results for May 29th 2018","Yeah","Isurus"
