"Date","winner","loser"
"Results for May 29th 2018","Mythic","Forty Six and 2"
"Results for May 29th 2018","FURIA","Virtue"
"Results for May 29th 2018","Furious","Virtue"
"Results for May 29th 2018","LiNE5 Academy","FURIA"
"Results for May 29th 2018","Wild","Andes"
"Results for May 29th 2018","Windigo","Wild"
"Results for May 29th 2018","Ha MaSSe","LiNE5 Academy"
"Results for May 29th 2018","Smoke Criminals","Singularity"
"Results for May 28th 2018","NiP","HellRaisers"
"Results for May 28th 2018","Vega Squadron","ALTERNATE aTTaX"
"Results for May 28th 2018","Smoke Criminals","MK"
"Results for May 28th 2018","Valiance","Valiance"
"Results for May 28th 2018","Spirit","Kinguin"
"Results for May 28th 2018","Bajini Puleni","Bpro"
"Results for May 28th 2018","NiP","Virtus.pro"
"Results for May 28th 2018","Vega Squadron","GameAgents"
"Results for May 28th 2018","ALTERNATE aTTaX","Sprout"
"Results for May 28th 2018","Spirit","FriendlyFire"
"Results for May 28th 2018","GODSENT","Renegades"
"Results for May 28th 2018","Wind and Rain","Virtus.pro"
"Results for May 28th 2018","Bpro","MK"
"Results for May 28th 2018","mousesports","North"
"Results for May 28th 2018","AVANGAR","Gambit"
"Results for May 28th 2018","forZe","Sprout"
"Results for May 28th 2018","EPG","EnVyUs Academy"
"Results for May 28th 2018","Corvidae","Formidable"
"Results for May 28th 2018","AGO","Virtus.pro"
"Results for May 28th 2018","TYLOO","Natus Vincere"
"Results for May 28th 2018","ORDER","SYF"
"Results for May 28th 2018","Corvidae","Downfall"
"Results for May 28th 2018","seadoggs","Formidable"
"Results for May 28th 2018","SK","VG.Flash"
"Results for May 28th 2018","Liquid","NRG"
"Results for May 28th 2018","FYB","Fam143"
"Results for May 28th 2018","FURIA","Yeah"
"Results for May 27th 2018","Scratch","Blink"
"Results for May 27th 2018","Yeah","Sharks"
"Results for May 27th 2018","ex-Spotnet","Rush Middle East"
"Results for May 27th 2018","ALTERNATE aTTaX","Movistar Riders"
"Results for May 27th 2018","FURIA","Bulldozer"
"Results for May 27th 2018","NOBO","x0x0x0"
"Results for May 27th 2018","HEXAGONE","OFFSET"
"Results for May 27th 2018","Chaos","EURONICS"
"Results for May 27th 2018","Defusekids","Trust"
"Results for May 27th 2018","NOBO","LAMIF"
"Results for May 27th 2018","x0x0x0","ClaqueT"
"Results for May 27th 2018","Rush Middle East","Blink"
"Results for May 27th 2018","Spirit","AVANGAR"
"Results for May 27th 2018","PRIMORDIAL","The Eternal Hunters"
"Results for May 27th 2018","HEXAGONE","HD"
"Results for May 27th 2018","Defusekids","Sector One"
"Results for May 27th 2018","5balls","WINside"
"Results for May 27th 2018","AVANGAR","pro100"
"Results for May 27th 2018","ex-Spotnet","Scratch"
"Results for May 27th 2018","Syman","Windigo Academy"
"Results for May 27th 2018","5POWER","BOOT-d[S]"
"Results for May 27th 2018","Signature","Devious "
"Results for May 27th 2018","Trust","Spawn"
"Results for May 27th 2018","WINside","Hator.CZ"
"Results for May 27th 2018","HD","Defining Stars"
"Results for May 27th 2018","Syman","Evolution"
"Results for May 27th 2018","Windigo Academy","PUGSTAR5"
"Results for May 27th 2018","Devious ","Bigetron"
"Results for May 27th 2018","5balls","twwin"
"Results for May 27th 2018","Signature","ArkAngel"
"Results for May 27th 2018","BOOT-d[S]","BDO"
"Results for May 27th 2018","5POWER","Mineski"
"Results for May 27th 2018","Tainted Minds","POP4ZITS"
"Results for May 27th 2018","Tainted Minds","ORDER"
"Results for May 27th 2018","POP4ZITS","STREAMLINE"
"Results for May 27th 2018","Sharks","LiNE5"
"Results for May 27th 2018","Bulldozer","Ex-Rejected"
"Results for May 27th 2018","FURIA","Isurus"
"Results for May 27th 2018","Yeah","JOGANET"
"Results for May 26th 2018","demise","Entelechy"
"Results for May 26th 2018","PRIMORDIAL","Pyrsos"
"Results for May 26th 2018","1337HUANIA","Skinlordz"
"Results for May 26th 2018","Spirit","Vega Squadron"
"Results for May 26th 2018","The Eternal Hunters","eXposed"
"Results for May 26th 2018","Gambit","HellRaisers"
"Results for May 26th 2018","Gambit","Space Soldiers"
"Results for May 26th 2018","Skinlordz","WORTEX"
"Results for May 26th 2018","North","HellRaisers"
"Results for May 26th 2018","Space Soldiers","Virtus.pro"
"Results for May 26th 2018","1337HUANIA","MALCO"
"Results for May 26th 2018","Gambit","Heroic"
"Results for May 26th 2018","Tainted Minds","Dark Sided"
"Results for May 26th 2018","STREAMLINE","AVANT"
"Results for May 26th 2018","ORDER","Grayhound"
"Results for May 26th 2018","POP4ZITS","Yilmazzz"
"Results for May 26th 2018","Renegades","OpTic"
"Results for May 26th 2018","Yeah","C4"
"Results for May 26th 2018","OpTic","eUnited"
"Results for May 26th 2018","FURIA","TEAMMATE"
"Results for May 25th 2018","Renegades","OpTic"
"Results for May 25th 2018","KoN Sweden","KoN Finland"
"Results for May 25th 2018","eUnited","Luminosity"
"Results for May 25th 2018","Entelechy","Riddle"
"Results for May 25th 2018","Chaos","SJ"
"Results for May 25th 2018","KoN Sweden","KoN Denmark"
"Results for May 25th 2018","Space Soldiers","Valiance"
"Results for May 25th 2018","KoN Denmark","KoN Norway"
"Results for May 25th 2018","Heroic","WASD"
"Results for May 25th 2018","BOOT-d[S]","TYLOO"
"Results for May 25th 2018","5balls","HOLLYWOOD"
"Results for May 25th 2018","North","Virtus.pro"
"Results for May 25th 2018","demise","Kingpins"
"Results for May 25th 2018","HellRaisers","Gambit"
"Results for May 25th 2018","HellRaisers","Space Soldiers"
"Results for May 25th 2018","BOOT-d[S]","VG.Flash"
"Results for May 25th 2018","Virtus.pro","Heroic"
"Results for May 25th 2018","North","WASD"
"Results for May 25th 2018","Gambit","Valiance"
"Results for May 25th 2018","Really Old People","Fam143"
"Results for May 25th 2018","Clutch Solutions","Forty Six and 2"
"Results for May 25th 2018","TEAMMATE","Furious"
"Results for May 25th 2018","RESOLUTE","Velocity"
"Results for May 25th 2018","Levitate","Vision"
"Results for May 25th 2018","Dignitas","ex-Atmosphere"
"Results for May 25th 2018","Really Old People","XFORCE"
"Results for May 25th 2018","HEY","Kazek"
"Results for May 25th 2018","Renegades","Luminosity"
"Results for May 25th 2018","C4","Coscu Army"
"Results for May 24th 2018","Luminosity","eUnited"
"Results for May 24th 2018","Isurus","Virtue"
"Results for May 24th 2018","pro100","HOLLYWOOD"
"Results for May 24th 2018","x-kom","Playing Ducks"
"Results for May 24th 2018","Virtue","Isurus"
"Results for May 24th 2018","Epsilon","EURONICS"
"Results for May 24th 2018","Bajini Puleni","Bpro"
"Results for May 24th 2018","Spirit","Pompa"
"Results for May 24th 2018","GameAgents","Nexus"
"Results for May 24th 2018","Royal Bandits","SJ"
"Results for May 24th 2018","Red Reserve","Epsilon"
"Results for May 24th 2018","Valiance","Movistar Riders"
"Results for May 24th 2018","Nexus","SinnerS"
"Results for May 24th 2018","SK","Playing Ducks"
"Results for May 24th 2018","HOLLYWOOD","Spirit"
"Results for May 24th 2018","TYLOO","AVANGAR"
"Results for May 24th 2018","SYF","forZe"
"Results for May 24th 2018","Chiefs","VG.Flash"
"Results for May 24th 2018","ORDER","Conspiracy"
"Results for May 24th 2018","Ground Zero","Corvidae"
"Results for May 24th 2018","Grayhound","seadoggs"
"Results for May 24th 2018","BOOT-d[S]","baldkrew"
"Results for May 24th 2018","ORDER","Surge"
"Results for May 24th 2018","Tainted Minds","Recca"
"Results for May 24th 2018","Chiefs","Conspiracy"
"Results for May 24th 2018","Yeah","Control"
"Results for May 24th 2018","Vireo.pro","Ground Zero"
"Results for May 24th 2018","gloryUS","FURIA"
"Results for May 24th 2018","Furious","Prospects"
"Results for May 24th 2018","FURIA","Dynasty"
"Results for May 24th 2018","Bravado","C4"
"Results for May 24th 2018","Malvinas","Yeah"
"Results for May 24th 2018","TEAMMATE","Gorilla Gang"
"Results for May 24th 2018","Yeah","Coscu Army"
"Results for May 24th 2018","FURIA","DETONA"
"Results for May 24th 2018","Luminosity","Bulldozer"
"Results for May 24th 2018","Isurus","Coscu Army"
"Results for May 23rd 2018","Singularity","Tricked"
"Results for May 23rd 2018","Vega Squadron","EPG"
"Results for May 23rd 2018","Chaos","Smoke Criminals"
"Results for May 23rd 2018","SK","Gambit"
"Results for May 23rd 2018","Atlants","5balls"
"Results for May 23rd 2018","Singularity","PRIDE"
"Results for May 23rd 2018","Kinguin","Royal Bandits"
"Results for May 23rd 2018","HOLLYWOOD","Quantum Bellator Fire"
"Results for May 23rd 2018","FLuffy Gangsters","WINside"
"Results for May 23rd 2018","BOOT-d[S]","MVP PK"
"Results for May 23rd 2018","AVANGAR","Virtus.pro"
"Results for May 23rd 2018","Winstrike","pro100"
"Results for May 23rd 2018","TRIDENT","Formidable"
"Results for May 23rd 2018","Legacy","SYF"
"Results for May 23rd 2018","Recca","ArkAngel"
"Results for May 23rd 2018","Tainted Minds","Formidable"
"Results for May 23rd 2018","TRIDENT","baldkrew"
"Results for May 23rd 2018","Prospects","Clutch Solutions"
"Results for May 23rd 2018","Yeah","Furious"
"Results for May 23rd 2018","Andes","HEY"
"Results for May 23rd 2018","Vision","BlackOut"
"Results for May 23rd 2018","Will to Win","Vikings"
"Results for May 23rd 2018","Coscu Army","TEAMMATE"
"Results for May 23rd 2018","Furious","Kazek"
"Results for May 23rd 2018","C4","Bulldozer"
"Results for May 23rd 2018","FURIA","DETONA"
"Results for May 22nd 2018","EnVyUs Academy","Property"
"Results for May 22nd 2018","FLuffy Gangsters","Ha MaSSe"
"Results for May 22nd 2018","Smoke Criminals","Nexus"
"Results for May 22nd 2018","pro100","HEY"
"Results for May 22nd 2018","WINside","iGame.com"
"Results for May 22nd 2018","Winstrike","forZe"
"Results for May 22nd 2018","5balls","MAKEMiSTAKE"
"Results for May 22nd 2018","Atlants","EPG"
"Results for May 22nd 2018","EPG","dreamteam"
"Results for May 22nd 2018","Vega Squadron","INCRED-C"
"Results for May 22nd 2018","forZe","Epsilon"
"Results for May 22nd 2018","AVANGAR","PRIDE"
"Results for May 22nd 2018","seadoggs","Space Jam"
"Results for May 22nd 2018","Bulldozer","HOLLYWOOD"
"Results for May 22nd 2018","Coscu Army","Quantum Bellator Fire"
"Results for May 22nd 2018","Malvinas","Kinguin"
"Results for May 22nd 2018","Yeah","Corvidae"
"Results for May 22nd 2018","Coscu Army","Furious"
"Results for May 22nd 2018","FURIA","DETONA"
"Results for May 22nd 2018","Space Jam","gloryUS"
"Results for May 22nd 2018","EnVyUs Academy","C4"
"Results for May 22nd 2018","FLuffy Gangsters","Dynasty"
"Results for May 22nd 2018","Smoke Criminals","TEAMMATE"
"Results for May 22nd 2018","pro100","Nemiga"
"Results for May 21st 2018","ALTERNATE aTTaX","EPG"
"Results for May 21st 2018","Bpro","SinnerS"
"Results for May 21st 2018","EURONICS","SJ"
"Results for May 21st 2018","Valiance","Nexus"
"Results for May 21st 2018","Valiance","Bajini Puleni"
"Results for May 21st 2018","North","HellRaisers"
"Results for May 21st 2018","Valiance","GameAgents"
"Results for May 21st 2018","Sprout","pro100"
"Results for May 21st 2018","HellRaisers","GODSENT"
"Results for May 21st 2018","Rise and Grind","Surge"
"Results for May 21st 2018","Rise and Grind","Downfall"
"Results for May 21st 2018","North","Gambit"
"Results for May 21st 2018","Andes","gloryUS"
"Results for May 21st 2018","N„o Tem Como","FURIA"
"Results for May 21st 2018","Astralis","Liquid"
"Results for May 21st 2018","EURONICS","Asterion"
"Results for May 20th 2018","Japaleno","Property"
"Results for May 20th 2018","Uniquestars","FATE"
"Results for May 20th 2018","FURIA","Isurus"
"Results for May 20th 2018","N„o Tem Como","20matar"
"Results for May 20th 2018","Movistar Riders","DESTRUCTORS"
"Results for May 20th 2018","Quantum Bellator Fire","Atlants"
"Results for May 20th 2018","Isurus","Virtue"
"Results for May 20th 2018","FURIA","W7M"
"Results for May 20th 2018","20matar","DETONA"
"Results for May 20th 2018","EURONICS","Endpoint"
"Results for May 20th 2018","Property","Great Danes"
"Results for May 20th 2018","AVANGAR","LDLC"
"Results for May 20th 2018","N„o Tem Como","Amaterasu"
"Results for May 20th 2018","Japaleno","AllTheStars"
"Results for May 20th 2018","HellRaisers","Envy"
"Results for May 20th 2018","Shooting Stars","mixLAN"
"Results for May 20th 2018","ch114u","WEPLAY"
"Results for May 20th 2018","Asterion","MeMyself&I"
"Results for May 20th 2018","RUNUP","Windigo Academy"
"Results for May 20th 2018","Atlants","Shooting Stars"
"Results for May 20th 2018","Gambit","AGO"
"Results for May 20th 2018","Quantum Bellator Fire","mixLAN"
"Results for May 20th 2018","ALTERNATE aTTaX","Envy"
"Results for May 20th 2018","RUNUP","Evolution"
"Results for May 20th 2018","ch114u","RAVE"
"Results for May 20th 2018","WEPLAY","dpe"
"Results for May 20th 2018","pro100","HOLLYWOOD"
"Results for May 20th 2018","Windigo Academy","HEY"
"Results for May 20th 2018","HellRaisers","Imperial"
"Results for May 20th 2018","AGO","Torqued"
"Results for May 20th 2018","SCARZ Absolute","TheMongolz"
"Results for May 20th 2018","eUnited","Swole Patrol"
"Results for May 19th 2018","Astralis","FaZe"
"Results for May 19th 2018","Endpoint","CPAVKY"
"Results for May 19th 2018","Liquid","Natus Vincere"
"Results for May 19th 2018","North","Envy"
"Results for May 19th 2018","EURONICS","Vega Squadron"
"Results for May 19th 2018","GODSENT","Gambit"
"Results for May 19th 2018","Envy","HellRaisers"
"Results for May 19th 2018","GODSENT","AGO"
"Results for May 19th 2018","MeMyself&I","yodelin"
"Results for May 19th 2018","North","Imperial"
"Results for May 19th 2018","Vega Squadron","EPG"
"Results for May 19th 2018","Uniquestars","ex-Next Generation"
"Results for May 19th 2018","Gambit","Torqued"
"Results for May 19th 2018","FATE","NASR"
"Results for May 19th 2018","ROAR","Fierce Tiger"
"Results for May 19th 2018","SCARZ Absolute","Ignis"
"Results for May 19th 2018","VG.Flash","EHOME"
"Results for May 19th 2018","NASR","ForGlory"
"Results for May 19th 2018","ex-Next Generation","exDT"
"Results for May 19th 2018","TheMongolz","zxcv"
"Results for May 19th 2018","FATE","bluuuuud"
"Results for May 19th 2018","Uniquestars","coREA"
"Results for May 19th 2018","ROAR","BTRG"
"Results for May 19th 2018","VG.Flash","Dynasty"
"Results for May 19th 2018","Fierce Tiger","MAX"
"Results for May 19th 2018","Ignis","MVP PK"
"Results for May 19th 2018","EHOME","Lynn Vision"
"Results for May 19th 2018","SCARZ Absolute","D13"
"Results for May 19th 2018","TheMongolz","Sad Story"
"Results for May 19th 2018","zxcv","DPS"
"Results for May 19th 2018","Virtue","LiNE5 Academy"
"Results for May 19th 2018","FURIA","DETONA"
"Results for May 19th 2018","Virtue","LiNE5 Academy"
"Results for May 19th 2018","FURIA","Wild"
"Results for May 19th 2018","FURIA","Wild"
"Results for May 19th 2018","FaZe","SK"
"Results for May 18th 2018","KoN Finland","KoN Sweden"
"Results for May 18th 2018","KoN Finland","KoN Denmark"
"Results for May 18th 2018","Space Jam","Chaos"
"Results for May 18th 2018","EURONICS","GameAgents"
"Results for May 18th 2018","Invictus Aquilas","Great Danes"
"Results for May 18th 2018","Liquid","mousesports"
"Results for May 18th 2018","EPG","Nemiga"
"Results for May 18th 2018","KoN Finland","KoN Norway"
"Results for May 18th 2018","EURONICS","Endpoint"
"Results for May 18th 2018","FriendlyFire","MeMyself&I"
"Results for May 18th 2018","Asterion","CPAVKY"
"Results for May 18th 2018","Vega Squadron","Space Jam"
"Results for May 18th 2018","ALTERNATE aTTaX","Chaos"
"Results for May 18th 2018","DETONA","Yeah"
"Results for May 18th 2018","FURIA","Furious"
"Results for May 18th 2018","SK","OpTic"
"Results for May 17th 2018","Astralis","Liquid"
"Results for May 17th 2018","ALTERNATE aTTaX","AGO"
"Results for May 17th 2018","HEY","WINside"
"Results for May 17th 2018","Windigo","SinnerS"
"Results for May 17th 2018","Natus Vincere","FaZe"
"Results for May 17th 2018","Envy","ENCE"
"Results for May 17th 2018","Windigo","Bpro"
"Results for May 17th 2018","mousesports","Heroic"
"Results for May 17th 2018","Ha MaSSe","EPG"
"Results for May 17th 2018","Windigo","GameAgents"
"Results for May 17th 2018","Epsilon","Movistar Riders"
"Results for May 17th 2018","SK","Renegades"
"Results for May 17th 2018","MK","Bajini Puleni"
"Results for May 17th 2018","OpTic","Pompa"
"Results for May 17th 2018","Quantum Bellator Fire","Playing Ducks"
"Results for May 17th 2018","LDLC","Space Soldiers"
"Results for May 17th 2018","ALTERNATE aTTaX","yodelin"
"Results for May 17th 2018","Quantum Bellator Fire","EPG"
"Results for May 17th 2018","VG.Flash","Chaos"
"Results for May 17th 2018","Lucky7","MK"
"Results for May 17th 2018","TYLOO","TYLOO"
"Results for May 17th 2018","Fierce Tiger","Ground Zero"
"Results for May 17th 2018","Furious","MFC"
"Results for May 17th 2018","DETONA","VG.Flash"
"Results for May 17th 2018","Windigo","Coscu Army"
"Results for May 17th 2018","Epsilon","C4"
"Results for May 16th 2018","Astralis","SK"
"Results for May 16th 2018","mousesports","NRG"
"Results for May 16th 2018","Liquid","Space Soldiers"
"Results for May 16th 2018","Heroic","Cloud9"
"Results for May 16th 2018","ENCE","Kinguin"
"Results for May 16th 2018","AllTheStars","NOBO"
"Results for May 16th 2018","HOLLYWOOD","team7"
